transaction_id,customer_id,bank_name,account_type,merchant_name,merchant_category,transaction_amount,currency,payment_method,upi_app,transaction_type,transaction_hour,transaction_day,transaction_month,customer_age,occupation,annual_income,state,city,device_type,device_brand,mobile_network,authentication_method,authentication_status,login_attempts,failed_login_count,previous_transactions,average_transaction_amount,account_balance,beneficiary_age_days,beneficiary_bank,merchant_risk_score,device_trust_score,ip_risk_score,transaction_distance_km,location_match,new_device,international_transaction,weekend_transaction,high_value_transaction,transaction_duration_sec,fraud_label
TXN1007079,CUST23072,Bank of Baroda,Savings,DMart,Restaurant,5721.61,INR,IMPS,PhonePe,Cash Withdrawal,9,Monday,May,22,Farmer,380085,Bihar,Patna,iPhone,Apple,Airtel,Biometric,Failed,1,0,50,3634.24,358537.84,1257,State Bank of India,82.29,29.29,60.88,1312.33,No,No,No,No,No,169.78,Legitimate
TXN1007080,CUST25963,Indian Bank,Current,Myntra,E-Commerce,2682.58,INR,IMPS,Amazon Pay,Money Transfer,11,Tuesday,June,26,Government,1734125,Delhi,New Delhi,Android,Realme,BSNL,UPI PIN,Success,4,0,8,3451.87,559040.57,2078,HDFC Bank,70.04,35.45,55.57,2103.47,Yes,No,No,No,No,153.74,Legitimate
TXN1007081,CUST49472,Bank of Baroda,Business,Flipkart,E-Commerce,1607.39,INR,Credit Card,Amazon Pay,Cash Withdrawal,9,Tuesday,November,44,Employee,2248103,Andhra Pradesh,Visakhapatnam,Laptop,Motorola,Vi,UPI PIN,Success,6,2,48,1715.67,390048.09,2014,Punjab National Bank,70.73,50.44,11.39,2368.51,No,No,No,Yes,No,117.89,Legitimate
TXN1007082,CUST99725,Punjab National Bank,Savings,BookMyShow,Shopping Mall,3572.23,INR,Net Banking,Paytm,Ticket Booking,16,Saturday,July,35,Retired,1534575,Assam,Guwahati,Android,Samsung,Airtel,MPIN,Success,6,2,116,2795.18,259362.49,2447,Union Bank of India,52.6,74.45,77.61,54.01,Yes,No,No,Yes,No,216.96,Legitimate
TXN1007083,CUST21055,State Bank of India,Savings,IRCTC,Hospital,2279.13,INR,NEFT,CRED,Bill Payment,20,Friday,June,80,Employee,1970673,Delhi,New Delhi,iPhone,Realme,Airtel,MPIN,Success,6,0,73,2441.02,57466.21,3646,Axis Bank,11.59,99.88,23.64,1663.21,Yes,No,No,Yes,No,260.7,Legitimate
TXN1007084,CUST93643,Canara Bank,Business,Airtel,Pharmacy,1493.53,INR,Credit Card,PhonePe,Purchase,16,Monday,February,40,Self-Employed,725967,Haryana,Gurugram,Tablet,Vivo,Jio,MPIN,Success,3,3,103,1350.08,741519.85,1336,Kotak Mahindra Bank,91.44,25.53,41.39,800.14,Yes,No,No,Yes,No,127.12,Legitimate
TXN1007085,CUST59204,Bank of Baroda,Savings,Airtel,Utility Bill,2630.79,INR,Credit Card,PhonePe,Ticket Booking,9,Monday,December,35,Business,2353536,Karnataka,Mysuru,Laptop,OnePlus,Jio,OTP,Success,3,3,36,2045.54,794667.52,446,Union Bank of India,80.75,43.95,78.46,1237.17,Yes,Yes,No,Yes,No,105.34,Fraudulent
TXN1007086,CUST27304,Kotak Mahindra Bank,Salary,DMart,Hospital,3687.62,INR,Credit Card,Paytm,Money Transfer,21,Thursday,March,21,Employee,279407,Rajasthan,Jodhpur,iPhone,Vivo,BSNL,Biometric,Success,2,3,83,4624.29,187858.6,3148,Canara Bank,58.67,92.69,22.4,2034.59,Yes,No,Yes,No,No,209.65,Legitimate
TXN1007087,CUST11152,Union Bank of India,Salary,Myntra,Restaurant,1034.22,INR,Debit Card,PhonePe,Ticket Booking,2,Monday,February,54,Homemaker,2487493,Maharashtra,Mumbai,iPhone,Motorola,BSNL,OTP,Success,2,2,26,1253.75,46619.7,1878,Axis Bank,73.19,31.11,27.4,1478.97,Yes,No,No,Yes,No,166.31,Legitimate
TXN1007088,CUST59679,Axis Bank,Salary,DMart,Education,2257.38,INR,Net Banking,BHIM,Cash Withdrawal,22,Friday,September,32,Employee,2131312,Odisha,Bhubaneswar,Android,Vivo,Vi,Biometric,Success,3,0,67,2857.97,75687.87,304,Kotak Mahindra Bank,69.31,51.94,23.23,2287.42,Yes,No,No,No,No,224.77,Legitimate
TXN1007089,CUST54523,Canara Bank,Current,Swiggy,Education,4292.7,INR,Debit Card,CRED,Money Transfer,14,Tuesday,March,32,Business,2042665,Odisha,Bhubaneswar,iPhone,Xiaomi,Airtel,Biometric,Success,5,2,19,5078.19,733783.12,3177,HDFC Bank,5.13,93.62,95.0,548.67,Yes,No,No,No,No,233.22,Legitimate
TXN1007090,CUST41388,Bank of Baroda,Business,IRCTC,Travel,1975.94,INR,RTGS,Amazon Pay,Cash Withdrawal,3,Sunday,February,71,Government,971354,Maharashtra,Pune,Tablet,Xiaomi,Airtel,Biometric,Success,3,2,27,1689.07,672116.17,225,HDFC Bank,5.42,61.86,34.19,2109.71,Yes,No,No,No,No,78.95,Legitimate
TXN1007091,CUST65239,State Bank of India,Savings,DMart,Pharmacy,4580.26,INR,Mobile Wallet,Google Pay,Purchase,2,Sunday,July,52,Homemaker,2111297,Telangana,Warangal,Laptop,Xiaomi,Airtel,MPIN,Success,4,2,69,5202.87,463448.99,1336,ICICI Bank,75.06,35.63,23.7,1814.17,Yes,No,No,Yes,No,38.62,Legitimate
TXN1007092,CUST15747,Indian Bank,Current,Big Bazaar,Shopping Mall,3760.99,INR,Net Banking,Amazon Pay,Bill Payment,12,Tuesday,May,54,Self-Employed,1847213,Kerala,Kozhikode,Laptop,OnePlus,Jio,UPI PIN,Success,1,0,52,2544.43,5082.44,956,Union Bank of India,76.47,98.59,89.43,1790.26,Yes,No,No,No,No,227.99,Legitimate
TXN1007093,CUST58907,ICICI Bank,Business,Swiggy,Shopping Mall,3483.43,INR,NEFT,BHIM,Cash Withdrawal,1,Thursday,April,74,Farmer,2302784,Bihar,Patna,iPhone,OnePlus,Jio,UPI PIN,Success,3,3,99,2573.27,500809.31,3038,Kotak Mahindra Bank,15.66,30.68,16.37,999.87,Yes,No,No,Yes,No,165.87,Legitimate
TXN1007094,CUST66500,Union Bank of India,Current,LIC India,Fuel Station,2114.05,INR,Debit Card,Amazon Pay,Bill Payment,9,Sunday,May,44,Retired,290141,Bihar,Patna,Android,Realme,BSNL,Biometric,Success,1,3,72,2587.39,655278.7,1266,State Bank of India,91.66,80.1,68.1,543.95,Yes,No,No,No,No,7.35,Legitimate
TXN1007095,CUST83152,State Bank of India,Savings,Apollo Pharmacy,E-Commerce,6515.75,INR,NEFT,Amazon Pay,Purchase,16,Tuesday,January,69,Employee,2375303,Odisha,Bhubaneswar,Android,Vivo,Vi,MPIN,Success,6,1,111,6880.74,299426.99,2251,Axis Bank,90.55,20.18,96.27,1379.54,Yes,No,No,No,No,128.92,Legitimate
TXN1007096,CUST59022,Axis Bank,Salary,Amazon India,Telecom,4214.13,INR,Net Banking,PhonePe,Money Transfer,13,Thursday,November,48,Farmer,193179,Telangana,Warangal,Laptop,Xiaomi,Airtel,MPIN,Success,6,3,44,3798.07,753948.92,2366,Kotak Mahindra Bank,45.34,23.12,87.88,416.01,Yes,No,No,Yes,No,100.46,Legitimate
TXN1007097,CUST65621,HDFC Bank,Savings,Airtel,Pharmacy,4754.06,INR,Credit Card,CRED,Ticket Booking,18,Friday,June,58,Employee,1545659,Rajasthan,Jaipur,Laptop,Vivo,Vi,Biometric,Success,2,2,42,5376.14,647800.51,20,Canara Bank,82.97,36.69,26.99,5.79,Yes,No,No,No,No,79.38,Legitimate
TXN1007098,CUST77455,Indian Bank,Salary,Reliance Fresh,Utility Bill,2113.88,INR,Debit Card,Paytm,Money Transfer,20,Sunday,August,49,Farmer,2394382,West Bengal,Kolkata,Android,Apple,Airtel,MPIN,Success,4,3,37,2113.42,43016.22,1498,Kotak Mahindra Bank,23.69,91.46,41.75,1413.38,Yes,No,No,No,No,247.9,Fraudulent
TXN1007099,CUST79294,Union Bank of India,Business,Airtel,Pharmacy,4969.2,INR,NEFT,Amazon Pay,Recharge,7,Monday,June,78,Retired,472403,Andhra Pradesh,Visakhapatnam,Laptop,Oppo,Jio,OTP,Success,5,0,98,5549.34,183956.98,873,Bank of Baroda,23.25,27.84,84.84,28.57,No,No,No,Yes,No,99.09,Legitimate
TXN1007100,CUST99091,HDFC Bank,Salary,Reliance Fresh,Shopping Mall,1767.73,INR,IMPS,Google Pay,Money Transfer,8,Sunday,March,63,Farmer,2302903,Karnataka,Bengaluru,iPhone,Xiaomi,Jio,UPI PIN,Success,3,3,7,1508.1,473417.87,412,Axis Bank,18.35,46.4,86.19,1973.38,Yes,No,No,Yes,No,182.78,Legitimate
TXN1007101,CUST95179,HDFC Bank,Salary,Zomato,Hospital,3469.74,INR,IMPS,CRED,Money Transfer,4,Thursday,July,31,Retired,958272,Bihar,Patna,Laptop,Xiaomi,Airtel,OTP,Success,2,3,108,3830.34,598970.22,1177,Kotak Mahindra Bank,16.22,44.94,50.59,799.92,Yes,No,No,No,No,30.07,Legitimate
TXN1007102,CUST26441,Axis Bank,Savings,Myntra,Telecom,2216.32,INR,Net Banking,PhonePe,Ticket Booking,3,Wednesday,December,64,Homemaker,2224870,Uttar Pradesh,Kanpur,iPhone,Motorola,Vi,OTP,Success,1,3,77,2269.67,660974.74,1521,Axis Bank,17.73,93.16,81.07,37.78,Yes,No,No,Yes,No,235.69,Legitimate
TXN1007103,CUST58302,State Bank of India,Business,DMart,Travel,4222.08,INR,Credit Card,CRED,Cash Withdrawal,1,Thursday,June,61,Retired,2408223,Bihar,Patna,Android,Oppo,Airtel,UPI PIN,Success,1,0,30,5664.19,533491.78,112,Axis Bank,34.67,51.11,23.44,2000.63,Yes,No,No,Yes,No,197.63,Legitimate
TXN1007104,CUST49160,Canara Bank,Current,LIC India,Fuel Station,3138.16,INR,NEFT,Navi,Cash Withdrawal,4,Friday,September,60,Business,801595,Assam,Guwahati,Tablet,Motorola,BSNL,OTP,Success,1,1,12,2701.87,768285.62,857,Kotak Mahindra Bank,47.16,48.19,12.61,416.41,Yes,No,No,No,No,102.25,Legitimate
TXN1007105,CUST50146,HDFC Bank,Salary,Zomato,Education,3018.89,INR,Debit Card,PhonePe,Purchase,17,Wednesday,July,40,Homemaker,2324309,Karnataka,Bengaluru,Tablet,Motorola,Vi,OTP,Success,3,3,6,2140.06,688102.06,2237,Canara Bank,18.99,80.43,7.25,301.25,Yes,No,No,Yes,No,117.79,Legitimate
TXN1007106,CUST85093,Punjab National Bank,Savings,IRCTC,Grocery,2919.79,INR,Mobile Wallet,PhonePe,Purchase,3,Friday,July,35,Employee,274526,Andhra Pradesh,Visakhapatnam,Laptop,Oppo,Vi,OTP,Success,6,3,28,2120.19,621849.01,3028,Axis Bank,61.8,50.39,61.49,2488.9,Yes,No,No,No,No,299.91,Legitimate
TXN1007107,CUST30044,Kotak Mahindra Bank,Salary,Tata Power,Shopping Mall,4553.29,INR,RTGS,PhonePe,Cash Withdrawal,15,Wednesday,July,47,Retired,1549803,Delhi,New Delhi,Android,Motorola,BSNL,MPIN,Success,4,3,25,2999.65,574645.45,1598,Kotak Mahindra Bank,47.07,34.21,20.25,579.31,Yes,No,No,Yes,No,135.98,Legitimate
TXN1007108,CUST94587,ICICI Bank,Current,Myntra,Hospital,5099.78,INR,IMPS,PhonePe,Purchase,22,Tuesday,June,53,Homemaker,428462,Odisha,Bhubaneswar,Tablet,Samsung,Jio,Biometric,Success,2,2,31,5221.91,533677.64,1275,ICICI Bank,97.37,84.48,3.49,1073.0,Yes,Yes,No,No,No,89.73,Legitimate
TXN1007109,CUST20677,Union Bank of India,Savings,Indian Oil,Pharmacy,3985.14,INR,Net Banking,Amazon Pay,Purchase,22,Thursday,January,72,Employee,2391989,Punjab,Ludhiana,Android,Oppo,BSNL,MPIN,Success,4,3,14,3607.2,103838.59,1281,Indian Bank,81.54,98.79,86.15,1966.95,Yes,No,No,Yes,No,31.25,Legitimate
TXN1007110,CUST27911,ICICI Bank,Savings,Flipkart,Fuel Station,9141.05,INR,NEFT,PhonePe,Ticket Booking,4,Thursday,January,21,Government,857189,Uttar Pradesh,Noida,Tablet,Oppo,Vi,MPIN,Success,4,1,105,8221.8,63986.82,1090,Union Bank of India,69.02,60.98,6.62,1571.34,Yes,Yes,No,No,No,293.3,Fraudulent
TXN1007111,CUST25780,Axis Bank,Salary,IRCTC,Grocery,2360.52,INR,Mobile Wallet,Navi,Cash Withdrawal,15,Monday,February,32,Self-Employed,190625,Assam,Guwahati,Android,OnePlus,Airtel,Biometric,Success,5,2,89,2144.17,443092.45,2003,Bank of Baroda,84.31,51.67,50.53,995.85,Yes,No,No,Yes,No,132.82,Legitimate
TXN1007112,CUST68250,Indian Bank,Savings,Flipkart,Fuel Station,1104.09,INR,Mobile Wallet,Navi,Purchase,22,Tuesday,December,75,Homemaker,801537,Tamil Nadu,Trichy,iPhone,Xiaomi,Jio,UPI PIN,Success,1,3,14,1213.67,628827.58,1573,Indian Bank,74.57,61.41,18.03,685.72,Yes,No,No,No,No,89.54,Legitimate
TXN1007113,CUST22363,State Bank of India,Savings,DMart,Fuel Station,2501.42,INR,Credit Card,Amazon Pay,Bill Payment,20,Monday,February,68,Self-Employed,2305467,West Bengal,Kolkata,iPhone,Apple,BSNL,OTP,Success,4,3,7,1526.7,125180.8,519,Punjab National Bank,25.7,25.82,65.05,299.0,Yes,No,No,No,No,184.91,Fraudulent
TXN1007114,CUST36104,ICICI Bank,Salary,Swiggy,Pharmacy,802.89,INR,Credit Card,BHIM,Bill Payment,0,Sunday,April,28,Business,1791637,Bihar,Patna,iPhone,Realme,Vi,UPI PIN,Success,5,3,0,939.92,208776.16,3572,Indian Bank,40.45,37.32,88.29,467.53,Yes,No,Yes,No,No,15.81,Legitimate
TXN1007115,CUST69774,ICICI Bank,Current,BookMyShow,Grocery,2314.01,INR,Credit Card,Navi,Purchase,1,Sunday,September,43,Self-Employed,1059831,Bihar,Patna,Laptop,Oppo,Vi,MPIN,Success,3,1,101,2043.97,630044.8,844,Kotak Mahindra Bank,17.0,24.55,70.98,1064.03,Yes,Yes,No,No,No,42.71,Legitimate
TXN1007116,CUST25654,Axis Bank,Savings,DMart,Pharmacy,10752.87,INR,Mobile Wallet,Paytm,Money Transfer,16,Thursday,April,42,Student,1644978,Andhra Pradesh,Vijayawada,Tablet,Realme,Airtel,Biometric,Success,3,1,86,8453.29,772384.35,3193,Indian Bank,35.15,24.66,50.47,610.13,Yes,No,No,No,No,102.94,Legitimate
TXN1007117,CUST42360,Punjab National Bank,Current,Tata Power,Telecom,3203.83,INR,IMPS,BHIM,Cash Withdrawal,2,Wednesday,March,73,Government,1517099,Assam,Guwahati,Android,OnePlus,Jio,UPI PIN,Success,3,2,17,3743.69,512446.76,2123,Kotak Mahindra Bank,89.78,54.15,25.05,1748.19,Yes,No,No,Yes,No,143.98,Legitimate
TXN1007118,CUST10061,Bank of Baroda,Current,Indian Oil,Travel,3279.96,INR,Net Banking,Google Pay,Recharge,13,Sunday,August,70,Business,174032,Gujarat,Ahmedabad,iPhone,Samsung,Airtel,Biometric,Success,3,1,47,3256.84,668017.82,293,Union Bank of India,75.15,50.54,93.69,859.77,Yes,No,No,Yes,No,135.11,Legitimate
TXN1007119,CUST85813,Union Bank of India,Savings,BSNL,Restaurant,4189.25,INR,Credit Card,Amazon Pay,Purchase,11,Wednesday,November,41,Government,1561836,Haryana,Faridabad,Tablet,Oppo,Vi,OTP,Success,2,1,82,2991.39,353747.46,2631,Kotak Mahindra Bank,54.84,94.44,61.82,224.98,Yes,No,No,No,No,258.45,Fraudulent
TXN1007120,CUST10039,Punjab National Bank,Current,Zomato,Fuel Station,2675.75,INR,UPI,CRED,Ticket Booking,17,Sunday,September,24,Business,1440851,Tamil Nadu,Trichy,Laptop,Vivo,Jio,MPIN,Success,5,3,14,2212.98,336640.7,2016,State Bank of India,7.98,97.29,66.57,1972.67,Yes,No,Yes,Yes,No,241.31,Legitimate
TXN1007121,CUST99949,Punjab National Bank,Business,Swiggy,Fuel Station,8231.21,INR,Debit Card,CRED,Cash Withdrawal,9,Monday,December,74,Government,2164199,Assam,Guwahati,Laptop,Motorola,BSNL,Biometric,Success,5,3,76,10836.69,585398.8,190,Punjab National Bank,83.56,31.6,44.22,2424.71,Yes,No,No,No,No,55.6,Legitimate
TXN1007122,CUST73711,Union Bank of India,Savings,Indian Oil,Education,1074.02,INR,Net Banking,BHIM,Ticket Booking,22,Sunday,June,55,Self-Employed,419526,Delhi,New Delhi,Android,Apple,Vi,UPI PIN,Success,5,3,36,1232.77,696465.15,3410,State Bank of India,83.35,28.25,12.67,559.34,Yes,No,No,No,No,72.65,Legitimate
TXN1007123,CUST45916,Indian Bank,Business,BookMyShow,E-Commerce,2155.14,INR,IMPS,Navi,Ticket Booking,21,Thursday,January,61,Student,2170883,Assam,Guwahati,Android,Motorola,Airtel,OTP,Success,1,1,31,2796.5,466234.26,2689,Indian Bank,48.26,27.57,65.55,2088.33,Yes,No,No,Yes,No,41.85,Legitimate
TXN1007124,CUST39763,State Bank of India,Business,LIC India,Grocery,4714.01,INR,Debit Card,Navi,Cash Withdrawal,21,Monday,April,20,Government,2025468,Rajasthan,Jodhpur,Android,Motorola,Vi,Biometric,Success,3,0,20,5140.78,552939.75,3208,Punjab National Bank,13.49,30.29,47.94,26.82,No,No,Yes,Yes,No,206.97,Legitimate
TXN1007125,CUST51371,Canara Bank,Business,Apollo Pharmacy,Restaurant,1650.23,INR,Credit Card,Amazon Pay,Bill Payment,3,Saturday,November,70,Employee,966072,Odisha,Bhubaneswar,iPhone,Realme,Jio,MPIN,Success,5,0,85,1051.26,482827.83,2872,State Bank of India,87.43,36.88,87.83,2007.87,Yes,No,No,No,No,163.57,Legitimate
TXN1007126,CUST97147,Indian Bank,Salary,Big Bazaar,Education,3394.62,INR,NEFT,Amazon Pay,Ticket Booking,9,Tuesday,August,24,Government,726003,Andhra Pradesh,Vijayawada,Tablet,Oppo,Vi,UPI PIN,Success,1,0,22,4237.76,268004.54,2690,HDFC Bank,70.32,29.33,18.15,1465.68,Yes,No,No,No,No,262.03,Legitimate
TXN1007127,CUST29808,Axis Bank,Business,Myntra,Pharmacy,931.91,INR,Debit Card,CRED,Bill Payment,14,Friday,April,23,Homemaker,2462190,Rajasthan,Jaipur,Tablet,Apple,Vi,UPI PIN,Success,5,0,100,710.01,573426.99,773,Union Bank of India,94.6,42.58,35.81,1123.01,Yes,No,No,Yes,No,96.66,Legitimate
TXN1007128,CUST45856,Union Bank of India,Current,Tata Power,Restaurant,1436.36,INR,Debit Card,PhonePe,Purchase,6,Sunday,June,34,Homemaker,1058629,Odisha,Bhubaneswar,Tablet,Xiaomi,Airtel,Biometric,Success,3,1,26,1248.71,252217.48,3623,State Bank of India,85.26,54.97,10.49,1614.41,Yes,No,No,No,No,151.4,Legitimate
TXN1007129,CUST69644,Punjab National Bank,Current,Reliance Fresh,Utility Bill,3186.23,INR,Net Banking,BHIM,Recharge,22,Friday,November,58,Farmer,239506,Gujarat,Ahmedabad,Android,Motorola,BSNL,Biometric,Success,3,2,99,3153.29,510613.97,1526,HDFC Bank,15.47,65.47,14.01,1453.87,Yes,No,No,Yes,No,229.13,Legitimate
TXN1007130,CUST95444,HDFC Bank,Salary,Big Bazaar,Restaurant,6413.54,INR,RTGS,BHIM,Purchase,20,Tuesday,February,29,Employee,1379338,Kerala,Trivandrum,iPhone,Vivo,Jio,MPIN,Success,2,2,21,5121.35,355779.41,3655,State Bank of India,22.2,43.21,62.22,102.72,Yes,No,No,No,No,75.73,Fraudulent
TXN1007131,CUST15529,Bank of Baroda,Salary,Apollo Pharmacy,Education,3929.53,INR,NEFT,Amazon Pay,Purchase,14,Monday,February,57,Self-Employed,2193731,Uttar Pradesh,Noida,iPhone,Apple,BSNL,UPI PIN,Success,1,3,91,4585.11,684698.82,3331,Canara Bank,88.93,40.36,79.2,413.4,Yes,No,No,Yes,No,185.14,Legitimate
TXN1007132,CUST63458,Punjab National Bank,Salary,Swiggy,Telecom,2026.09,INR,NEFT,Navi,Ticket Booking,20,Monday,May,75,Farmer,648915,Tamil Nadu,Madurai,Tablet,Vivo,Jio,MPIN,Success,1,2,64,1488.53,587072.2,2128,Indian Bank,76.78,44.25,69.01,2413.63,Yes,No,No,Yes,No,274.95,Legitimate
TXN1007133,CUST49893,ICICI Bank,Business,Myntra,Education,2303.72,INR,UPI,Amazon Pay,Bill Payment,7,Tuesday,December,67,Government,1996208,West Bengal,Kolkata,iPhone,Motorola,Airtel,UPI PIN,Success,5,0,111,3172.12,733362.7,617,Union Bank of India,33.87,38.14,74.37,816.27,Yes,No,No,No,No,55.36,Legitimate
TXN1007134,CUST20967,ICICI Bank,Savings,Big Bazaar,Restaurant,2612.09,INR,Mobile Wallet,Navi,Money Transfer,18,Friday,March,58,Employee,2452302,Andhra Pradesh,Vijayawada,iPhone,Motorola,BSNL,Biometric,Success,4,1,88,3511.31,351538.26,1325,State Bank of India,33.22,58.41,43.82,1444.04,Yes,No,Yes,No,No,275.62,Legitimate
TXN1007135,CUST99030,Bank of Baroda,Business,Indian Oil,Grocery,2454.96,INR,Mobile Wallet,BHIM,Cash Withdrawal,0,Monday,December,70,Retired,2124297,Kerala,Trivandrum,Tablet,Motorola,BSNL,Biometric,Success,4,2,70,2169.51,89755.99,2737,ICICI Bank,38.43,66.79,45.17,2160.23,Yes,No,No,No,No,96.55,Legitimate
TXN1007136,CUST59125,HDFC Bank,Salary,DMart,Hospital,1397.43,INR,Mobile Wallet,PhonePe,Ticket Booking,20,Saturday,July,65,Employee,1430464,Rajasthan,Jaipur,iPhone,Realme,Vi,OTP,Success,2,0,82,932.85,678111.07,838,State Bank of India,44.65,59.09,53.87,1232.41,Yes,No,No,Yes,No,195.17,Legitimate
TXN1007137,CUST27026,State Bank of India,Salary,BookMyShow,Grocery,2145.88,INR,RTGS,PhonePe,Purchase,12,Monday,January,19,Student,1988758,Karnataka,Bengaluru,iPhone,Motorola,Vi,Biometric,Success,5,0,106,1867.75,69060.79,765,Kotak Mahindra Bank,7.02,20.38,11.22,342.8,Yes,No,Yes,Yes,No,129.74,Legitimate
TXN1007138,CUST22440,Punjab National Bank,Savings,Tata Power,Pharmacy,1820.16,INR,UPI,PhonePe,Money Transfer,20,Thursday,August,44,Employee,1009996,Haryana,Gurugram,Laptop,Xiaomi,Airtel,MPIN,Success,1,3,118,1829.41,142837.93,1562,Bank of Baroda,35.11,28.05,49.31,1588.69,Yes,No,No,No,No,32.64,Legitimate
TXN1007139,CUST41483,HDFC Bank,Salary,Reliance Fresh,Utility Bill,2570.86,INR,UPI,Amazon Pay,Purchase,2,Tuesday,January,23,Homemaker,2221665,Maharashtra,Nagpur,Android,Apple,Airtel,Biometric,Success,1,3,118,2761.12,421252.18,1181,ICICI Bank,20.71,51.83,58.24,1227.24,Yes,No,No,No,No,190.87,Legitimate
TXN1007140,CUST62805,Union Bank of India,Business,BookMyShow,Fuel Station,2462.38,INR,IMPS,Google Pay,Ticket Booking,11,Sunday,April,76,Business,533714,Uttar Pradesh,Noida,Tablet,Xiaomi,BSNL,OTP,Success,1,1,16,1753.99,62199.93,3772,Indian Bank,20.91,37.61,55.85,971.1,Yes,No,No,Yes,No,101.62,Legitimate
TXN1007141,CUST91417,Canara Bank,Salary,Indian Oil,Fuel Station,1140.63,INR,Mobile Wallet,Paytm,Money Transfer,10,Friday,April,80,Retired,1872533,Kerala,Kozhikode,Laptop,Realme,Vi,OTP,Success,4,3,87,751.99,234664.75,3153,Punjab National Bank,44.23,49.39,49.53,82.02,Yes,No,No,Yes,No,211.55,Legitimate
TXN1007142,CUST24514,HDFC Bank,Current,Jio,Travel,6367.86,INR,Net Banking,Navi,Purchase,8,Friday,October,44,Student,2407958,Kerala,Kozhikode,Android,Realme,Airtel,UPI PIN,Success,6,1,22,6125.29,95047.23,3312,Indian Bank,46.08,27.35,3.87,2415.19,Yes,No,No,Yes,No,147.33,Legitimate
TXN1007143,CUST47873,Punjab National Bank,Salary,Tata Power,Education,1400.69,INR,Credit Card,Navi,Recharge,6,Tuesday,July,73,Self-Employed,521956,West Bengal,Kolkata,Tablet,Motorola,Jio,OTP,Success,4,1,103,1516.69,596013.09,2122,Bank of Baroda,68.68,57.43,77.0,2045.99,Yes,Yes,No,No,No,248.03,Legitimate
TXN1007144,CUST20747,Axis Bank,Savings,IRCTC,E-Commerce,5400.51,INR,IMPS,BHIM,Ticket Booking,21,Tuesday,December,30,Farmer,2450453,Punjab,Amritsar,Android,Xiaomi,Airtel,MPIN,Failed,5,3,109,5242.55,653349.26,2764,Bank of Baroda,39.45,70.63,25.34,517.85,Yes,No,No,No,No,65.01,Legitimate
TXN1007145,CUST82521,Indian Bank,Savings,DMart,Travel,303.71,INR,UPI,Google Pay,Bill Payment,4,Sunday,April,40,Government,1616245,Andhra Pradesh,Visakhapatnam,Laptop,Xiaomi,Jio,Biometric,Success,2,0,111,356.87,137758.97,237,Axis Bank,65.07,76.54,0.22,2341.19,Yes,No,No,No,No,122.72,Legitimate
TXN1007146,CUST54120,Punjab National Bank,Savings,Tata Power,Travel,438.99,INR,Net Banking,Paytm,Ticket Booking,7,Friday,April,39,Self-Employed,736307,Kerala,Trivandrum,iPhone,Oppo,Jio,UPI PIN,Success,4,3,26,345.6,277495.73,3885,Indian Bank,76.0,21.75,87.15,1806.63,Yes,No,No,No,No,173.87,Fraudulent
TXN1007147,CUST30580,Canara Bank,Business,IRCTC,Education,1551.2,INR,UPI,Amazon Pay,Purchase,19,Sunday,June,52,Government,2069258,Haryana,Faridabad,iPhone,Apple,Vi,MPIN,Success,6,0,118,1607.53,475220.11,2317,HDFC Bank,41.74,78.17,50.0,268.17,Yes,No,No,No,No,80.88,Legitimate
TXN1007148,CUST80760,HDFC Bank,Business,Jio,Fuel Station,4052.28,INR,Net Banking,Navi,Recharge,23,Friday,August,27,Government,989598,Kerala,Kochi,iPhone,OnePlus,Airtel,UPI PIN,Success,1,1,69,3741.51,67212.66,2684,Punjab National Bank,86.51,56.34,61.58,691.69,No,No,No,No,No,124.91,Legitimate
TXN1007149,CUST38127,Kotak Mahindra Bank,Business,Reliance Fresh,Education,1482.07,INR,NEFT,Paytm,Money Transfer,4,Friday,February,65,Farmer,317213,Haryana,Faridabad,Laptop,Oppo,Jio,MPIN,Success,4,0,7,1692.74,545504.31,992,Kotak Mahindra Bank,36.95,65.77,65.9,979.83,Yes,Yes,No,No,No,106.23,Fraudulent
TXN1007150,CUST31532,Canara Bank,Current,Tata Power,Shopping Mall,3419.67,INR,UPI,Amazon Pay,Money Transfer,22,Sunday,March,45,Employee,2380236,Punjab,Ludhiana,Laptop,Vivo,Airtel,UPI PIN,Success,6,3,48,4457.03,700111.55,3180,Union Bank of India,70.78,73.8,52.86,1363.97,Yes,No,No,Yes,No,253.3,Legitimate
TXN1007151,CUST60964,HDFC Bank,Savings,IRCTC,Travel,1475.05,INR,Mobile Wallet,Amazon Pay,Recharge,5,Wednesday,June,33,Government,1891229,Punjab,Amritsar,Laptop,Samsung,Airtel,OTP,Success,2,3,66,1687.56,155867.03,1375,Bank of Baroda,91.09,76.21,92.53,1952.79,Yes,Yes,No,No,No,111.31,Legitimate
TXN1007152,CUST92985,Bank of Baroda,Salary,IRCTC,Travel,2330.57,INR,UPI,PhonePe,Recharge,1,Saturday,April,43,Retired,954320,West Bengal,Kolkata,Android,Samsung,Jio,Biometric,Success,6,3,118,1989.45,728559.56,2202,Bank of Baroda,88.41,74.8,1.02,8.97,Yes,No,No,Yes,No,61.42,Legitimate
